100628561,RF55_9158,0.0
100628566,RF55_15379,7e-14
100628631,RF55_8205,0.0
100631047,RF55_8430,0.0
100631048,RF55_6786,8e-96
100631050,RF55_661,1e-05
100631052,RF55_659,6e-05
100631053,RF55_2094,3e-11
100631054,RF55_3259,0.0
100631058,RF55_7898,5e-60
100631059,RF55_2174,2e-137
100631060,RF55_11366,0.0
100631064,RF55_1342,0.0
100631065,RF55_5188,4e-123
100631066,RF55_8059,5e-153
100631067,RF55_10953,0.0
100631072,RF55_540,0.0
100631073,RF55_3780,0.0
100631077,RF55_9125,8e-136
100631080,RF55_14321,0.0
100631082,RF55_9599,3e-120
100631084,RF55_10114,0.0
100631086,RF55_13189,0.0
100631087,RF55_10519,0.0
100631088,RF55_15114,0.0
100631089,RF55_8818,8e-177
100631090,RF55_6318,4e-95
100631091,RF55_7938,0.0
100631092,RF55_1329,2e-100
100631093,RF55_11554,0.0
100631094,RF55_3070,1e-145
100631095,RF55_13189,0.0
100642190,RF55_12665,7e-140
100642191,RF55_561,0.0
100642193,RF55_11821,3e-24
100642195,RF55_2944,0.0
100642196,RF55_1341,0.0
100642198,RF55_9570,0.0
100642199,RF55_5771,0.0
100642200,RF55_6625,2e-55
100642201,RF55_4038,2e-44
100642202,RF55_826,3e-75
100642203,RF55_7790,3e-17
100642204,RF55_11024,4e-37
100642207,RF55_1070,7e-155
100642209,RF55_5404,0.0
100642211,RF55_4377,0.0
100642212,RF55_15813,0.0
100642213,RF55_5980,0.0
100642216,RF55_2083,0.0
100642218,RF55_8042,0.0
100642219,RF55_27,0.0
100642220,RF55_2513,3e-66
100642221,RF55_1423,2e-113
100642223,RF55_12092,5e-63
100642224,RF55_10793,0.0
100642226,RF55_7002,0.0
100642227,RF55_5916,5e-63
100642228,RF55_8025,0.0
100642229,RF55_18120,8e-141
100642230,RF55_6409,5e-76
100642232,RF55_6060,4e-123
100642233,RF55_11290,2e-147
100642234,RF55_3649,0.0
100642236,RF55_6925,4e-65
100642237,RF55_500,7e-44
100642238,RF55_9678,0.0
100642239,RF55_1464,0.0
100642240,RF55_14359,4e-165
100642241,RF55_6722,5e-77
100642243,RF55_10435,0.0
100642244,RF55_452,0.0
100642245,RF55_3035,4e-71
100642246,RF55_2978,0.0
100642247,RF55_3756,0.0
100642248,RF55_1377,8e-51
100642249,RF55_779,7e-72
100642250,RF55_2066,3e-49
100642251,RF55_10230,0.0
100642252,RF55_3279,3e-157
100642253,RF55_8409,0.0
100642254,RF55_1818,0.0
100642257,RF55_641,4e-66
100642258,RF55_2963,0.0
100642260,RF55_2791,0.0
100642261,RF55_3599,0.0
100642262,RF55_5912,0.0
100642263,RF55_6814,1e-164
100642264,RF55_8412,0.0
100642267,RF55_1130,7e-138
100642269,RF55_9536,4e-56
100642270,RF55_807,0.0
100642271,RF55_6449,0.0
100642272,RF55_2828,4e-49
100642273,RF55_9234,0.0
100642275,RF55_1245,0.0
100642277,RF55_925,0.0
100642278,RF55_9211,0.0
100642279,RF55_605,0.0
100642280,RF55_1614,0.0
100642281,RF55_8455,1e-51
100642282,RF55_953,9e-15
100642283,RF55_1743,1e-132
100642284,RF55_2027,0.0
100642285,RF55_4066,0.0
100642287,RF55_4061,1e-44
100642288,RF55_483,4e-94
100642289,RF55_702,8e-14
100642292,RF55_2769,0.0
100642293,RF55_1531,0.0
100642294,RF55_3331,0.0
100642295,RF55_2438,7e-117
100642297,RF55_7937,1e-68
100642298,RF55_7375,0.0
100642299,RF55_1747,0.0
100642300,RF55_13972,6e-129
100642301,RF55_15947,8e-98
100642302,RF55_6716,3e-17
100642303,RF55_3873,0.0
100642304,RF55_1749,4e-127
100642305,RF55_3956,7e-167
100642306,RF55_4989,0.0
100642307,RF55_5478,0.0
100642308,RF55_3675,1e-164
100642309,RF55_7466,7e-103
100642312,RF55_806,0.0
100642313,RF55_9680,0.0
100642315,RF55_2574,0.0
100642316,RF55_12129,4e-118
100642318,RF55_4080,1e-13
100642319,RF55_3067,0.0
100642320,RF55_4960,0.0
100642321,RF55_5445,0.0
100642322,RF55_3272,5e-83
100642323,RF55_8300,0.0
100642324,RF55_825,3e-37
100642326,RF55_2576,1e-25
100642329,RF55_1933,5e-155
100642330,RF55_1592,1e-89
100642332,RF55_972,7e-157
100642333,RF55_12770,4e-52
100642334,RF55_2818,7e-59
100642335,RF55_6941,0.0
100642336,RF55_5569,0.0
100642337,RF55_3349,4e-140
100642338,RF55_969,0.0
100642339,RF55_20022,6e-158
100642340,RF55_3207,0.0
100642341,RF55_3976,2e-101
100642345,RF55_9230,0.0
100642347,RF55_8970,4e-87
100642349,RF55_15301,0.0
100642350,RF55_4721,0.0
100642351,RF55_4587,3e-60
100642353,RF55_3956,4e-78
100642355,RF55_4537,5e-91
100642356,RF55_10123,0.0
100642357,RF55_1364,9e-104
100642358,RF55_5027,3e-173
100642359,RF55_502,6e-115
100642360,RF55_414,3e-160
100642361,RF55_12334,2e-122
100642362,RF55_7202,0.0
100642363,RF55_10122,0.0
100642364,RF55_1059,0.0
100642365,RF55_13952,5e-140
100642366,RF55_3755,0.0
100642367,RF55_1376,5e-152
100642368,RF55_776,1e-103
100642370,RF55_7314,2e-126
100642372,RF55_954,3e-110
100642374,RF55_3689,2e-51
100642375,RF55_4872,0.0
100642376,RF55_14617,8e-84
100642377,RF55_4617,0.0
100642379,RF55_4158,0.0
100642381,RF55_2792,0.0
100642382,RF55_4558,0.0
100642383,RF55_3680,2e-45
100642384,RF55_5909,2e-113
100642385,RF55_5142,2e-34
100642386,RF55_572,0.0
100642387,RF55_3975,7e-14
100642388,RF55_6460,8e-180
100642389,RF55_1050,8e-89
100642391,RF55_3460,0.0
100642392,RF55_9525,2e-43
100642393,RF55_8371,4e-42
100642394,RF55_11171,6e-98
100642395,RF55_9033,5e-107
100642397,RF55_12396,2e-86
100642398,RF55_4097,0.0
100642399,RF55_5133,2e-67
100642401,RF55_11165,6e-62
100642402,RF55_3763,0.0
100642403,RF55_908,0.0
100642404,RF55_885,3e-155
100642405,RF55_6298,2e-108
100642406,RF55_6767,0.0
100642408,RF55_13660,5e-176
100642409,RF55_13070,5e-116
100642411,RF55_5364,0.0
100642412,RF55_11094,0.0
100642413,RF55_7811,0.0
100642415,RF55_1398,0.0
100642417,RF55_1381,1e-85
100642418,RF55_13170,2e-146
100642419,RF55_1757,2e-157
100642420,RF55_6716,1e-21
100642421,RF55_10955,0.0
100642423,RF55_15773,2e-160
100642424,RF55_8442,1e-96
100642425,RF55_6434,0.0
100642426,RF55_6544,0.0
100642427,RF55_8070,1e-33
100642428,RF55_1648,0.0
100642429,RF55_3449,0.0
100642431,RF55_18869,1e-73
100642432,RF55_2620,0.0
100642433,RF55_999,0.0
100642435,RF55_2895,0.0
100642436,RF55_299,6e-174
100642437,RF55_9140,0.0
100642438,RF55_8703,7e-121
100642439,RF55_9232,0.0
100642440,RF55_3068,0.0
100642441,RF55_8698,0.0
100642442,RF55_13427,3e-100
100642443,RF55_1488,3e-24
100642444,RF55_3273,2e-95
100642446,RF55_8658,1e-49
100642447,RF55_6330,1e-74
100642449,RF55_4024,7e-54
100642450,RF55_6109,1e-98
100642451,RF55_4059,2e-60
100642452,RF55_1932,4e-176
100642454,RF55_5847,4e-121
100642456,RF55_2449,0.0
100642457,RF55_4830,2e-109
100642458,RF55_11111,3e-131
100642459,RF55_2856,1e-54
100642460,RF55_5196,0.0
100642461,RF55_6614,5e-46
100642464,RF55_2218,3e-85
100642465,RF55_14850,0.0
100642467,RF55_7631,1e-78
100642468,RF55_2707,0.0
100642470,RF55_2454,9e-151
100642472,RF55_2351,2e-88
