TRINITY_DN10002_c0_g1,100643497,0.0
TRINITY_DN10005_c0_g1,100647180,0.0
TRINITY_DN10009_c0_g2,100646996,0.0
TRINITY_DN10012_c0_g2,100643434,0.0
TRINITY_DN10016_c0_g1,100647235,0.0
TRINITY_DN10020_c0_g1,100646300,0.0
TRINITY_DN10025_c2_g1,100645071,0.0
TRINITY_DN10026_c0_g1,100643779,0.0
TRINITY_DN10028_c0_g1,105666635,0.0
TRINITY_DN10032_c0_g1,100650018,0.0
TRINITY_DN10033_c0_g1,100642397,0.0
TRINITY_DN10034_c0_g1,100652092,0.0
TRINITY_DN10041_c0_g1,100644651,0.0
TRINITY_DN10050_c0_g1,100642340,0.0
TRINITY_DN10058_c0_g1,100649692,0.0
TRINITY_DN10064_c1_g1,100646836,0.0
TRINITY_DN10066_c0_g1,100644910,0.0
TRINITY_DN10071_c0_g1,100649344,0.0
TRINITY_DN10072_c0_g2,100650960,0.0
TRINITY_DN10074_c0_g2,100644865,0.0
TRINITY_DN10075_c0_g1,100644053,0.0
TRINITY_DN10078_c0_g2,100649721,0.0
TRINITY_DN10079_c0_g1,100647131,0.0
TRINITY_DN10087_c0_g1,100646551,0.0
TRINITY_DN10087_c0_g3,100646551,0.0
TRINITY_DN10092_c0_g1,100649855,0.0
TRINITY_DN10094_c0_g1,100646661,0.0
TRINITY_DN10098_c0_g1,100648162,0.0
TRINITY_DN1009_c0_g1,100645927,0.0
TRINITY_DN10102_c0_g2,100649846,0.0
TRINITY_DN10104_c0_g1,100646584,0.0
TRINITY_DN10105_c0_g1,100651182,0.0
TRINITY_DN10107_c0_g1,100647187,0.0
TRINITY_DN10108_c0_g1,100646919,0.0
TRINITY_DN10109_c0_g1,100652313,0.0
TRINITY_DN10110_c0_g2,100648727,0.0
TRINITY_DN10111_c0_g1,100649377,0.0
TRINITY_DN10113_c0_g2,100642204,0.0
TRINITY_DN10124_c0_g1,100643427,0.0
TRINITY_DN10127_c0_g1,100645041,0.0
TRINITY_DN10130_c0_g1,100646040,0.0
TRINITY_DN10133_c0_g1,100646819,0.0
TRINITY_DN10134_c0_g1,100648683,0.0
TRINITY_DN10137_c0_g1,100650977,0.0
TRINITY_DN10143_c0_g1,100652054,0.0
TRINITY_DN10144_c0_g2,100651835,0.0
TRINITY_DN10145_c1_g3,100643059,0.0
TRINITY_DN10146_c0_g2,100650016,0.0
TRINITY_DN10147_c0_g1,100650475,0.0
TRINITY_DN10148_c0_g1,100646916,0.0
TRINITY_DN10149_c0_g1,100643443,0.0
TRINITY_DN10150_c0_g1,100642229,0.0
TRINITY_DN10157_c0_g1,100645384,0.0
TRINITY_DN10158_c0_g1,100642600,0.0
TRINITY_DN10164_c0_g2,100651076,0.0
TRINITY_DN10166_c0_g1,105667022,0.0
TRINITY_DN10171_c0_g1,100650199,0.0
TRINITY_DN10175_c0_g1,100642529,0.0
TRINITY_DN10178_c0_g1,100648240,0.0
TRINITY_DN10179_c0_g1,100650856,0.0
