100628561,GB45427,0.0
100628566,GB47020,2e-135
100628631,GB49908,0.0
100631047,GB48195,0.0
100631048,GB49552,8e-165
100631050,GB53623,1e-53
100631052,GB53621,6e-62
100631053,GB46795,2e-11
100631054,GB44031,0.0
100631058,XP_016773545.1,0.0
100631059,GB44055,0.0
100631060,GB52077,0.0
100631063,GB41428,1e-46
100631064,XP_016766543.1,0.0
100631065,GB41664,9e-134
100631066,409728,6e-160
100631067,410229,0.0
100631072,GB40654,0.0
100631073,GB48204,0.0
100631077,GB54192,4e-153
100631078,406144,2e-15
100631080,GB52028,0.0
100631082,GB51292,0.0
100631084,GB41358,0.0
100631086,GB50196,0.0
100631087,GB54446,0.0
100631088,GB51494,0.0
100631089,GB40730,0.0
100631090,GB54084,2e-94
100631091,GB56012,0.0
100631092,GB51894,0.0
100631093,GB48187,0.0
100631094,GB51498,0.0
100631095,GB50034,0.0
100642190,GB54950,0.0
100642191,GB51542,0.0
100642193,GB48691,0.0
100642195,GB52340,0.0
100642196,XP_016766645.1,0.0
100642198,GB42983,0.0
100642199,GB47751,0.0
100642200,GB44020,0.0
100642201,GB44209,7e-54
100642202,GB50450,0.0
100642203,XP_016767784.1,0.0
100642204,GB42930,0.0
100642206,GB40800,1e-125
100642207,XP_016773404.1,0.0
100642209,GB48175,0.0
100642211,XP_016768540.1,0.0
100642212,XP_016769058.1,0.0
100642213,GB42846,0.0
100642216,XP_006567505.2,0.0
100642218,GB54268,0.0
100642219,GB47918,0.0
100642220,GB50870,3e-90
100642221,XP_016769773.1,3e-131
100642223,GB45261,0.0
100642224,GB54747,0.0
100642225,GB52805,0.0
100642226,GB54097,0.0
100642227,GB50515,0.0
100642228,XP_016768963.1,0.0
100642229,XP_016769259.1,0.0
100642230,XP_016768816.1,4e-116
100642232,GB42468,0.0
100642233,GB43847,0.0
100642234,GB47964,0.0
100642236,XP_016766956.1,0.0
100642237,GB55597,1e-42
100642238,GB55743,0.0
100642239,XP_016766944.1,0.0
100642240,XP_016766769.1,0.0
100642241,XP_396816.4,0.0
100642243,GB54570,0.0
100642244,XP_016767669.1,0.0
100642245,XP_016767897.1,0.0
100642246,GB45698,0.0
100642247,XP_016768053.1,0.0
100642248,GB52174,0.0
100642249,GB42488,5e-80
100642250,100216325,8e-69
100642251,XP_006557486.2,0.0
100642252,GB49684,0.0
100642253,XP_006561678.2,0.0
100642254,GB50978,0.0
100642257,XP_016770699.1,5e-158
100642258,GB43121,0.0
100642260,XP_016771064.1,0.0
100642261,GB40278,0.0
100642262,GB48487,0.0
100642263,GB52768,0.0
100642264,GB49967,0.0
100642267,GB54328,0.0
100642269,XP_016767557.1,0.0
100642270,GB44121,0.0
100642271,XP_016767931.1,0.0
100642272,XP_016768214.1,1e-172
100642273,GB43856,0.0
100642275,XP_016766958.1,0.0
100642277,GB50829,0.0
