GB10293,100646008,0.0
GB10936,105665999,0.0
GB11364,100644185,0.0
GB13008,100646578,0.0
GB13213,100645931,0.0
GB14453,100646817,0.0
GB17921,100650702,0.0
GB17991,100644834,0.0
GB18327,100650597,0.0
GB18555,100645820,0.0
GB18750,100644970,0.0
GB18998,105665630,0.0
GB19050,100642308,0.0
GB30170,105667109,0.0
GB30171,100646817,0.0
GB30172,100646577,0.0
GB40012,100651029,0.0
GB40014,100651273,0.0
GB40015,100651116,0.0
GB40016,100651358,0.0
GB40017,100651476,0.0
GB40022,100644916,0.0
GB40030,100651711,0.0
GB40057,100645060,0.0
GB40067,100651219,0.0
GB40071,100651893,0.0
GB40072,100652209,0.0
GB40074,100642535,0.0
GB40075,100642654,0.0
GB40077,100643214,0.0
GB40085,100644458,0.0
GB40086,100644342,0.0
GB40091,100644496,0.0
GB40095,100645298,0.0
GB40098,100645535,0.0
GB40106,100646555,0.0
GB40107,100646433,0.0
GB40112,100645959,0.0
GB40113,100645773,0.0
GB40118,100649229,0.0
GB40123,100648879,0.0
GB40126,100645889,0.0
GB40128,100645536,0.0
GB40134,100644032,0.0
GB40135,100644223,0.0
GB40141,100643588,0.0
GB40142,100643461,0.0
GB40145,100643092,0.0
GB40147,100651771,0.0
GB40150,100651096,0.0
GB40151,100650781,0.0
GB40158,100648653,0.0
GB40159,100646799,0.0
GB40162,100650898,0.0
GB40169,100643709,0.0
GB40183,100648345,0.0
GB40189,100648345,0.0
GB40192,100643989,0.0
GB40200,100646043,0.0
GB40203,100643910,0.0
GB40207,100646966,0.0
GB40208,100643061,0.0
GB40217,100643343,0.0
GB40219,100645655,0.0
GB40222,100643829,0.0
GB40237,100644699,0.0
GB40238,100648147,0.0
GB40239,100651583,0.0
GB40251,100649920,0.0
GB40265,100652239,0.0
GB40269,100644487,0.0
GB40273,100648281,0.0
GB40274,100642759,0.0
GB40278,100642261,0.0
GB40280,100648453,0.0
GB40282,100648338,0.0
GB40283,100647910,0.0
GB40289,100648143,0.0
GB40296,100650052,0.0
GB40301,100648993,0.0
GB40303,100643256,0.0
GB40304,100644616,0.0
GB40305,100645888,0.0
GB40308,100650822,0.0
GB40310,100646154,0.0
