RF55_10,100644721,0.0
RF55_1000,100649024,0.0
RF55_10008,100649030,0.0
RF55_10009,100643731,0.0
RF55_1003,100650524,0.0
RF55_10030,100646866,0.0
RF55_10033,100642685,0.0
RF55_10041,100647029,0.0
RF55_1006,100650446,0.0
RF55_10067,100651834,0.0
RF55_10068,100649878,0.0
RF55_1007,100650566,0.0
RF55_10070,100647342,0.0
RF55_10076,100642972,0.0
RF55_10078,100643917,0.0
RF55_10079,100649388,0.0
RF55_10082,105665622,0.0
RF55_10083,100648838,0.0
RF55_10086,100644472,0.0
RF55_1009,100650329,0.0
RF55_10099,100649923,0.0
RF55_101,100650745,0.0
RF55_1010,100649964,0.0
RF55_1011,100645920,0.0
RF55_10114,100631084,0.0
RF55_1012,100645804,0.0
RF55_10121,100642633,0.0
RF55_10122,100642363,0.0
RF55_10123,100642356,0.0
RF55_10136,100644769,0.0
RF55_10146,100648201,0.0
RF55_1015,100643670,0.0
RF55_10153,100646972,0.0
RF55_10157,100644550,0.0
RF55_10161,100642897,0.0
RF55_10168,100650759,0.0
RF55_1017,100650795,0.0
RF55_10185,100649206,0.0
RF55_102,100650380,0.0
RF55_10200,100643825,0.0
RF55_10202,100652136,0.0
RF55_10220,100651691,0.0
RF55_10230,100642251,0.0
RF55_10234,100650733,0.0
RF55_10252,100644218,0.0
RF55_10253,100650586,0.0
RF55_10259,100648432,0.0
RF55_10265,100643302,0.0
RF55_1028,100646072,0.0
RF55_1029,100643663,0.0
RF55_10297,100650267,0.0
RF55_103,100650863,0.0
RF55_10302,100645413,0.0
RF55_1031,100643541,0.0
RF55_10310,100643772,0.0
RF55_10314,100649994,0.0
RF55_10326,100649047,0.0
RF55_10340,100651734,0.0
RF55_10343,100644853,0.0
RF55_10347,100642580,0.0
RF55_10349,100644931,0.0
RF55_10352,100643048,0.0
RF55_1036,100651740,0.0
RF55_10361,100645357,0.0
RF55_10373,100648283,0.0
RF55_10382,100649606,0.0
RF55_10388,100651917,0.0
RF55_10389,100644287,0.0
RF55_1039,100645227,0.0
RF55_10396,100643487,0.0
RF55_104,100649903,0.0
RF55_1040,100649812,0.0
RF55_1041,100649293,0.0
RF55_10435,100642243,0.0
RF55_1044,100649498,0.0
RF55_10445,100650207,0.0
RF55_10449,105665841,0.0
RF55_1045,100648843,0.0
