GB10293,TRINITY_DN7447_c0_g2,0.0
GB10936,TRINITY_DN7559_c0_g1,0.0
GB11364,TRINITY_DN13427_c0_g1,0.0
GB13213,TRINITY_DN7861_c0_g1,0.0
GB14597,TRINITY_DN15408_c0_g1,0.0
GB18327,TRINITY_DN32894_c0_g1,0.0
GB18750,TRINITY_DN12411_c0_g2,0.0
GB18998,TRINITY_DN13254_c0_g2,0.0
GB19050,TRINITY_DN11266_c0_g1,0.0
GB40012,TRINITY_DN12047_c0_g1,0.0
GB40014,TRINITY_DN8307_c0_g1,0.0
GB40016,TRINITY_DN6384_c0_g3,0.0
GB40017,TRINITY_DN8406_c0_g1,0.0
GB40028,TRINITY_DN7356_c0_g1,0.0
GB40030,TRINITY_DN7596_c0_g1,0.0
GB40063,TRINITY_DN1166_c0_g1,0.0
GB40067,TRINITY_DN12413_c0_g1,0.0
GB40071,TRINITY_DN23467_c0_g1,0.0
GB40075,TRINITY_DN8970_c0_g1,0.0
GB40077,TRINITY_DN11645_c0_g1,0.0
GB40086,TRINITY_DN11593_c0_g1,0.0
GB40091,TRINITY_DN13437_c0_g1,0.0
GB40098,TRINITY_DN7524_c0_g1,0.0
GB40106,TRINITY_DN11746_c0_g1,0.0
GB40109,TRINITY_DN7501_c1_g1,0.0
GB40112,TRINITY_DN12802_c1_g2,0.0
GB40113,TRINITY_DN10424_c0_g1,0.0
GB40118,TRINITY_DN9023_c0_g1,0.0
GB40134,TRINITY_DN13997_c1_g2,0.0
GB40140,TRINITY_DN14041_c0_g1,0.0
GB40141,TRINITY_DN10923_c0_g1,0.0
GB40145,TRINITY_DN11922_c0_g1,0.0
GB40150,TRINITY_DN5082_c0_g1,0.0
GB40151,TRINITY_DN5493_c0_g1,0.0
GB40159,TRINITY_DN4139_c0_g1,0.0
GB40162,TRINITY_DN3007_c0_g1,0.0
GB40168,TRINITY_DN12780_c0_g2,0.0
GB40203,TRINITY_DN12258_c0_g1,0.0
GB40206,TRINITY_DN23457_c0_g1,0.0
GB40207,TRINITY_DN14114_c0_g2,0.0
GB40208,TRINITY_DN3670_c0_g1,0.0
GB40217,TRINITY_DN14831_c0_g1,0.0
GB40222,TRINITY_DN11820_c1_g2,0.0
GB40237,TRINITY_DN12639_c0_g1,0.0
GB40238,TRINITY_DN12666_c0_g1,0.0
GB40251,TRINITY_DN12016_c0_g1,0.0
GB40263,TRINITY_DN13885_c0_g1,0.0
GB40269,TRINITY_DN10542_c0_g1,0.0
GB40273,TRINITY_DN12090_c0_g1,0.0
GB40274,TRINITY_DN2708_c0_g1,0.0
GB40278,TRINITY_DN3771_c0_g1,0.0
GB40280,TRINITY_DN12762_c0_g1,0.0
GB40282,TRINITY_DN14052_c0_g1,0.0
GB40283,TRINITY_DN9003_c0_g1,0.0
GB40289,TRINITY_DN10319_c0_g1,0.0
GB40296,TRINITY_DN9680_c0_g1,0.0
GB40301,TRINITY_DN14023_c3_g3,0.0
GB40303,TRINITY_DN8796_c0_g1,0.0
GB40304,TRINITY_DN13858_c0_g2,0.0
GB40310,TRINITY_DN12225_c0_g1,0.0
GB40312,TRINITY_DN13271_c0_g1,0.0
GB40319,TRINITY_DN3782_c0_g1,0.0
GB40320,TRINITY_DN12412_c1_g1,0.0
GB40336,TRINITY_DN10532_c0_g1,0.0
GB40337,TRINITY_DN8514_c0_g1,0.0
GB40341,TRINITY_DN10820_c0_g1,0.0
GB40342,TRINITY_DN13882_c0_g1,0.0
GB40343,TRINITY_DN13771_c0_g1,0.0
GB40350,TRINITY_DN3792_c0_g1,0.0
GB40356,TRINITY_DN9962_c0_g1,0.0
GB40357,TRINITY_DN13019_c1_g1,0.0
GB40358,TRINITY_DN8673_c0_g1,0.0
GB40361,TRINITY_DN9595_c0_g1,0.0
GB40362,TRINITY_DN5027_c0_g1,0.0
GB40363,TRINITY_DN12632_c0_g1,0.0
GB40364,TRINITY_DN9612_c0_g1,0.0
GB40365,TRINITY_DN8917_c0_g1,0.0
GB40381,TRINITY_DN11359_c0_g1,0.0
GB40385,TRINITY_DN11359_c0_g1,0.0
GB40388,TRINITY_DN8821_c0_g1,0.0
GB40392,TRINITY_DN9291_c0_g1,0.0
GB40400,TRINITY_DN15267_c0_g1,0.0
GB40405,TRINITY_DN13933_c0_g1,0.0
GB40414,TRINITY_DN10998_c0_g1,0.0
GB40415,TRINITY_DN12150_c0_g1,0.0
GB40422,TRINITY_DN13062_c0_g1,0.0
GB40424,TRINITY_DN6463_c0_g1,0.0
GB40427,TRINITY_DN13879_c0_g1,0.0
GB40431,TRINITY_DN6258_c0_g1,0.0
GB40437,TRINITY_DN7737_c0_g1,0.0
GB40442,TRINITY_DN14270_c0_g1,0.0
GB40451,TRINITY_DN14031_c0_g1,0.0
GB40452,TRINITY_DN35883_c0_g1,0.0
GB40453,TRINITY_DN94_c0_g2,0.0
GB40456,TRINITY_DN10358_c0_g1,0.0
GB40461,TRINITY_DN14179_c1_g1,0.0
GB40463,TRINITY_DN12227_c0_g1,0.0
GB40466,TRINITY_DN13349_c0_g1,0.0
GB40473,TRINITY_DN10654_c0_g2,0.0
GB40479,TRINITY_DN11055_c0_g1,0.0
GB40480,TRINITY_DN9217_c1_g2,0.0
GB40483,TRINITY_DN4252_c0_g1,0.0
GB40500,TRINITY_DN13369_c0_g1,0.0
GB40503,TRINITY_DN12534_c0_g1,0.0
GB40507,TRINITY_DN8439_c0_g1,0.0
GB40510,TRINITY_DN8567_c1_g1,0.0
GB40513,TRINITY_DN12455_c3_g1,0.0
GB40515,TRINITY_DN12593_c0_g1,0.0
GB40517,TRINITY_DN8496_c0_g1,0.0
GB40519,TRINITY_DN13839_c0_g1,0.0
GB40521,TRINITY_DN14435_c0_g1,0.0
GB40523,TRINITY_DN9279_c0_g1,0.0
GB40531,TRINITY_DN12957_c0_g1,0.0
GB40534,TRINITY_DN8917_c0_g1,0.0
GB40537,TRINITY_DN12797_c0_g1,0.0
GB40541,TRINITY_DN13700_c6_g1,0.0
GB40545,TRINITY_DN2928_c0_g2,0.0
GB40555,TRINITY_DN6966_c0_g1,0.0
GB40556,TRINITY_DN14093_c1_g1,0.0
GB40559,TRINITY_DN6699_c0_g1,0.0
GB40563,TRINITY_DN12038_c0_g1,0.0
GB40564,TRINITY_DN12046_c1_g1,0.0
GB40565,TRINITY_DN8986_c0_g1,0.0
GB40567,TRINITY_DN13786_c0_g1,0.0
GB40574,TRINITY_DN15051_c1_g1,0.0
GB40576,TRINITY_DN14369_c2_g1,0.0
GB40578,TRINITY_DN11687_c0_g2,0.0
GB40592,TRINITY_DN3138_c0_g2,0.0
GB40594,TRINITY_DN11856_c0_g1,0.0
GB40598,TRINITY_DN13087_c0_g1,0.0
GB40599,TRINITY_DN12102_c0_g1,0.0
GB40603,TRINITY_DN13627_c7_g1,0.0
GB40624,TRINITY_DN2734_c0_g2,0.0
GB40625,TRINITY_DN8897_c0_g1,0.0
GB40629,TRINITY_DN3625_c0_g1,0.0
GB40648,TRINITY_DN12655_c0_g1,0.0
GB40652,TRINITY_DN14050_c0_g1,0.0
GB40654,TRINITY_DN14199_c3_g1,0.0
GB40670,TRINITY_DN8268_c0_g1,0.0
GB40671,TRINITY_DN6217_c0_g1,0.0
GB40672,TRINITY_DN12333_c0_g1,0.0
GB40673,TRINITY_DN457_c0_g1,0.0
GB40674,TRINITY_DN10760_c0_g1,0.0
GB40676,TRINITY_DN14050_c1_g1,0.0
GB40678,TRINITY_DN11955_c0_g1,0.0
GB40690,TRINITY_DN14081_c0_g1,0.0
GB40701,TRINITY_DN7406_c0_g1,0.0
GB40703,TRINITY_DN11683_c0_g1,0.0
GB40706,TRINITY_DN12765_c0_g1,0.0
GB40711,TRINITY_DN14288_c0_g1,0.0
GB40718,TRINITY_DN14024_c0_g2,0.0
GB40720,TRINITY_DN14096_c0_g2,0.0
GB40735,TRINITY_DN13339_c0_g1,0.0
GB40741,TRINITY_DN11552_c0_g1,0.0
GB40744,TRINITY_DN14080_c1_g1,0.0
GB40746,TRINITY_DN5885_c0_g1,0.0
GB40747,TRINITY_DN32065_c0_g1,0.0
GB40748,TRINITY_DN12904_c0_g1,0.0
GB40750,TRINITY_DN13325_c1_g1,0.0
GB40764,TRINITY_DN33459_c0_g1,0.0
GB40765,TRINITY_DN12704_c1_g2,0.0
GB40771,TRINITY_DN12908_c1_g1,0.0
GB40773,TRINITY_DN9373_c0_g1,0.0
GB40775,TRINITY_DN11815_c0_g1,0.0
GB40779,TRINITY_DN8126_c0_g1,0.0
GB40783,TRINITY_DN8720_c0_g1,0.0
GB40794,TRINITY_DN10910_c0_g1,0.0
GB40796,TRINITY_DN12994_c0_g2,0.0
GB40802,TRINITY_DN11666_c0_g1,0.0
GB40805,TRINITY_DN7437_c0_g1,0.0
GB40818,TRINITY_DN23117_c0_g1,0.0
GB40824,TRINITY_DN12398_c3_g2,0.0
GB40830,TRINITY_DN14080_c1_g1,0.0
GB40837,TRINITY_DN7875_c0_g1,0.0
GB40842,TRINITY_DN11245_c0_g1,0.0
GB40845,TRINITY_DN32404_c0_g1,0.0
GB40858,TRINITY_DN4366_c0_g2,0.0
GB40859,TRINITY_DN35992_c0_g1,0.0
GB40866,TRINITY_DN27322_c0_g1,0.0
GB40867,TRINITY_DN10231_c0_g3,0.0
GB40874,TRINITY_DN11009_c0_g1,0.0
GB40878,TRINITY_DN6063_c0_g2,0.0
GB40880,TRINITY_DN8688_c0_g1,0.0
GB40883,TRINITY_DN14159_c1_g4,0.0
GB40886,TRINITY_DN11479_c0_g1,0.0
GB40891,TRINITY_DN10379_c0_g1,0.0
GB40893,TRINITY_DN13978_c0_g1,0.0
GB40895,TRINITY_DN10443_c0_g1,0.0
GB40901,TRINITY_DN13435_c0_g3,0.0
GB40904,TRINITY_DN13133_c1_g1,0.0
GB40907,TRINITY_DN12603_c1_g1,0.0
GB40909,TRINITY_DN10261_c0_g1,0.0
GB40911,TRINITY_DN13645_c0_g1,0.0
GB40916,TRINITY_DN5110_c0_g2,0.0
GB40923,TRINITY_DN13645_c1_g2,0.0
GB40928,TRINITY_DN11735_c0_g1,0.0
GB40929,TRINITY_DN8199_c0_g1,0.0
GB40931,TRINITY_DN12318_c0_g1,0.0
GB40934,TRINITY_DN7515_c0_g1,0.0
GB40935,TRINITY_DN183_c0_g1,0.0
GB40941,TRINITY_DN5147_c0_g1,0.0
GB40944,TRINITY_DN13812_c0_g1,0.0
GB40946,TRINITY_DN14135_c0_g1,0.0
GB40948,TRINITY_DN13127_c0_g1,0.0
GB40963,TRINITY_DN11437_c0_g1,0.0
GB40967,TRINITY_DN7969_c0_g1,0.0
GB40973,TRINITY_DN10727_c0_g1,0.0
GB40976,TRINITY_DN6523_c0_g1,0.0
GB40977,TRINITY_DN11896_c2_g1,0.0
GB40980,TRINITY_DN11579_c0_g1,0.0
GB40999,TRINITY_DN13231_c0_g1,0.0
GB41002,TRINITY_DN12127_c0_g1,0.0
GB41024,TRINITY_DN8430_c0_g1,0.0
GB41028,TRINITY_DN8768_c0_g1,0.0
GB41029,TRINITY_DN8715_c0_g3,0.0
GB41032,TRINITY_DN35847_c0_g1,0.0
GB41035,TRINITY_DN8953_c0_g1,0.0
GB41037,TRINITY_DN10218_c0_g1,0.0
GB41038,TRINITY_DN13297_c2_g1,0.0
GB41043,TRINITY_DN7710_c0_g2,0.0
GB41045,TRINITY_DN11148_c0_g1,0.0
GB41046,TRINITY_DN12239_c1_g1,0.0
GB41047,TRINITY_DN5235_c0_g2,0.0
GB41063,TRINITY_DN10966_c0_g1,0.0
GB41065,TRINITY_DN6222_c0_g1,0.0
GB41067,TRINITY_DN10455_c0_g1,0.0
GB41069,TRINITY_DN12741_c0_g1,0.0
GB41073,TRINITY_DN12543_c0_g1,0.0
GB41079,TRINITY_DN9218_c0_g1,0.0
GB41080,TRINITY_DN13687_c0_g1,0.0
GB41082,TRINITY_DN7027_c0_g2,0.0
GB41085,TRINITY_DN8300_c0_g1,0.0
GB41117,TRINITY_DN13473_c3_g1,0.0
GB41119,TRINITY_DN8736_c0_g1,0.0
GB41136,TRINITY_DN13201_c0_g1,0.0
GB41138,TRINITY_DN10532_c1_g1,0.0
GB41141,TRINITY_DN12665_c2_g2,0.0
GB41142,TRINITY_DN13161_c0_g1,0.0
GB41146,TRINITY_DN8028_c0_g1,0.0
GB41147,TRINITY_DN10873_c0_g1,0.0
GB41154,TRINITY_DN9766_c0_g2,0.0
GB41164,TRINITY_DN11155_c0_g1,0.0
GB41169,TRINITY_DN12117_c0_g1,0.0
GB41176,TRINITY_DN7354_c0_g2,0.0
GB41177,TRINITY_DN13487_c0_g1,0.0
GB41182,TRINITY_DN6088_c0_g2,0.0
GB41193,TRINITY_DN12077_c0_g2,0.0
GB41207,TRINITY_DN32294_c0_g2,0.0
GB41208,TRINITY_DN3626_c0_g1,0.0
GB41211,TRINITY_DN8677_c0_g1,0.0
GB41212,TRINITY_DN2734_c0_g2,0.0
GB41215,TRINITY_DN1523_c0_g2,0.0
GB41226,TRINITY_DN13297_c2_g1,0.0
GB41232,TRINITY_DN11814_c0_g1,0.0
GB41239,TRINITY_DN11824_c0_g1,0.0
GB41241,TRINITY_DN10857_c0_g1,0.0
GB41243,TRINITY_DN23654_c0_g1,0.0
GB41244,TRINITY_DN10133_c0_g1,0.0
GB41252,TRINITY_DN12062_c0_g1,0.0
GB41257,TRINITY_DN9369_c0_g1,0.0
GB41258,TRINITY_DN12136_c0_g1,0.0
GB41263,TRINITY_DN3715_c0_g2,0.0
GB41265,TRINITY_DN3063_c0_g1,0.0
GB41266,TRINITY_DN5344_c0_g1,0.0
GB41282,TRINITY_DN11751_c0_g1,0.0
GB41287,TRINITY_DN9444_c0_g1,0.0
GB41291,TRINITY_DN12260_c0_g1,0.0
GB41292,TRINITY_DN12488_c0_g1,0.0
GB41293,TRINITY_DN13897_c0_g1,0.0
GB41297,TRINITY_DN6536_c0_g1,0.0
GB41300,TRINITY_DN14239_c2_g12,0.0
GB41304,TRINITY_DN12526_c0_g1,0.0
GB41305,TRINITY_DN13689_c0_g1,0.0
GB41310,TRINITY_DN13704_c0_g2,0.0
GB41312,TRINITY_DN11273_c0_g1,0.0
GB41333,TRINITY_DN2709_c0_g1,0.0
GB41336,TRINITY_DN7018_c0_g2,0.0
GB41342,TRINITY_DN8541_c0_g1,0.0
GB41346,TRINITY_DN9986_c0_g1,0.0
GB41358,TRINITY_DN7802_c0_g1,0.0
GB41363,TRINITY_DN8829_c0_g1,0.0
GB41368,TRINITY_DN11812_c0_g1,0.0
GB41373,TRINITY_DN11585_c0_g1,0.0
GB41378,TRINITY_DN12439_c0_g1,0.0
GB41388,TRINITY_DN3760_c0_g1,0.0
GB41401,TRINITY_DN12527_c0_g1,0.0
GB41417,TRINITY_DN8187_c0_g1,0.0
GB41423,TRINITY_DN13048_c0_g1,0.0
GB41424,TRINITY_DN10413_c0_g1,0.0
GB41427,TRINITY_DN13833_c1_g1,0.0
GB41439,TRINITY_DN12137_c0_g1,0.0
GB41444,TRINITY_DN13543_c0_g1,0.0
GB41448,TRINITY_DN13105_c0_g1,0.0
GB41449,TRINITY_DN12367_c0_g1,0.0
GB41455,TRINITY_DN14053_c2_g6,0.0
GB41465,TRINITY_DN11394_c0_g2,0.0
GB41467,TRINITY_DN452_c0_g1,0.0
GB41469,TRINITY_DN10950_c0_g1,0.0
GB41472,TRINITY_DN9950_c0_g1,0.0
GB41485,TRINITY_DN7620_c0_g1,0.0
GB41486,TRINITY_DN13591_c0_g1,0.0
