100628561,TRINITY_DN36357_c0_g1,2e-103
100628566,TRINITY_DN13781_c0_g1,1e-23
100628631,TRINITY_DN11262_c0_g1,0.0
100631047,TRINITY_DN27273_c0_g1,0.0
100631048,TRINITY_DN8383_c0_g1,1e-106
100631053,TRINITY_DN15624_c0_g1,5e-12
100631054,TRINITY_DN13790_c0_g2,0.0
100631058,TRINITY_DN13194_c0_g1,0.0
100631059,TRINITY_DN10321_c0_g1,2e-121
100631060,TRINITY_DN3042_c0_g2,1e-93
100631063,TRINITY_DN9556_c0_g1,1e-12
100631064,TRINITY_DN11691_c0_g1,0.0
100631065,TRINITY_DN12211_c0_g1,1e-121
100631066,TRINITY_DN6683_c0_g1,9e-153
100631067,TRINITY_DN27874_c0_g1,0.0
100631072,TRINITY_DN14199_c3_g1,0.0
100631073,TRINITY_DN9999_c0_g1,0.0
100631077,TRINITY_DN8725_c0_g2,1e-135
100631080,TRINITY_DN12334_c0_g1,0.0
100631082,TRINITY_DN24212_c0_g1,3e-72
100631084,TRINITY_DN7802_c0_g1,0.0
100631086,TRINITY_DN13629_c0_g1,5e-176
100631087,TRINITY_DN2719_c0_g1,0.0
100631088,TRINITY_DN7240_c0_g2,0.0
100631089,TRINITY_DN27911_c0_g1,6e-109
100631090,TRINITY_DN12214_c0_g1,6e-95
100631091,TRINITY_DN12536_c0_g1,0.0
100631092,TRINITY_DN13306_c0_g2,0.0
100631093,TRINITY_DN13482_c0_g1,0.0
100631094,TRINITY_DN10889_c0_g1,2e-147
100631095,TRINITY_DN13629_c0_g1,0.0
100642190,TRINITY_DN11891_c0_g1,3e-154
100642191,TRINITY_DN10575_c0_g2,0.0
100642195,TRINITY_DN12510_c0_g1,0.0
100642196,TRINITY_DN11969_c0_g2,0.0
100642198,TRINITY_DN12937_c0_g1,0.0
100642199,TRINITY_DN2745_c0_g1,0.0
100642200,TRINITY_DN139_c0_g1,0.0
100642201,TRINITY_DN12970_c0_g2,6e-50
100642203,TRINITY_DN25393_c0_g1,7e-22
100642204,TRINITY_DN10113_c0_g2,0.0
100642206,TRINITY_DN9916_c0_g1,1e-114
100642207,TRINITY_DN8940_c0_g1,0.0
100642209,TRINITY_DN10886_c0_g1,0.0
100642211,TRINITY_DN4652_c0_g1,0.0
100642212,TRINITY_DN1617_c0_g2,0.0
100642213,TRINITY_DN11602_c0_g1,0.0
100642216,TRINITY_DN11023_c0_g1,0.0
100642218,TRINITY_DN9590_c0_g1,0.0
100642219,TRINITY_DN9113_c1_g1,0.0
100642220,TRINITY_DN24045_c0_g1,8e-67
100642221,TRINITY_DN13935_c4_g1,2e-116
100642223,TRINITY_DN11069_c0_g1,0.0
100642224,TRINITY_DN11603_c2_g1,0.0
100642225,TRINITY_DN1227_c0_g2,0.0
100642226,TRINITY_DN11092_c0_g1,0.0
100642227,TRINITY_DN10450_c0_g1,3e-67
100642228,TRINITY_DN8344_c0_g1,0.0
100642229,TRINITY_DN10150_c0_g1,0.0
100642230,TRINITY_DN8420_c0_g1,4e-76
100642232,TRINITY_DN11171_c0_g1,2e-127
100642233,TRINITY_DN32756_c0_g1,9e-23
100642234,TRINITY_DN13874_c0_g1,0.0
100642236,TRINITY_DN14461_c0_g1,1e-99
100642238,TRINITY_DN10464_c0_g2,0.0
100642239,TRINITY_DN32562_c0_g1,1e-171
100642240,TRINITY_DN9582_c0_g1,0.0
100642241,TRINITY_DN19312_c0_g1,0.0
100642243,TRINITY_DN12044_c0_g1,0.0
100642244,TRINITY_DN19780_c0_g1,5e-94
100642245,TRINITY_DN7040_c0_g1,2e-110
100642246,TRINITY_DN6436_c0_g1,0.0
100642247,TRINITY_DN10303_c0_g1,0.0
100642249,TRINITY_DN9886_c0_g1,8e-72
100642250,TRINITY_DN9645_c3_g1,4e-51
100642251,TRINITY_DN14233_c1_g1,0.0
100642252,TRINITY_DN18781_c0_g1,0.0
100642253,TRINITY_DN792_c0_g1,0.0
