100649911,XM_012316519.1
100648154,XM_003392857.2
100648043,XM_003392856.2
100647922,XM_003392855.2
100647800,XM_003392854.2
100647405,XM_012315933.1
100647405,XM_012316113.1
100647405,XM_012315683.1
100647405,XM_012315808.1
100647405,XM_012316058.1
100647405,XM_012315870.1
100647405,XM_012315747.1
100647405,XM_012315994.1
105666407,XR_001099275.1
100649793,XM_012317087.1
100647601,XM_012315543.1
100647285,XM_003392850.2
100647171,XM_003392849.2
100646573,XM_003392844.2
100646573,XM_012315295.1
100646815,XM_003392846.2
100646694,XM_003392845.2
100646937,XM_012314565.1
100646937,XM_012314449.1
100646937,XM_012314678.1
100646937,XM_012314626.1
100646937,XM_012314515.1
100646937,XM_003392847.2
100647053,XM_012314827.1
100647053,XM_012315015.1
100647053,XM_012314885.1
100647053,XM_012314948.1
100647053,XM_012314778.1
100647053,XM_012315079.1
105666289,XR_001099182.1
100649679,XM_012314154.1
100649559,XM_012316995.1
100649434,XM_012316918.1
100646214,XM_012313740.1
100646091,XM_012313921.1
100646091,XM_003392841.2
100645973,XM_003392840.2
100645666,XR_001099129.1
100645666,XM_003392837.2
100645666,XM_012313417.1
100645666,XM_012313531.1
100645787,XM_003392838.2
100645787,XM_003392839.2
100645550,XM_003392836.2
100649317,XM_012313112.1
100645431,XM_012316843.1
105666164,XR_001099062.1
100645230,XM_012313034.1
100645110,XM_003392835.2
100644991,XM_003392834.2
100644871,XM_003392833.2
100644046,XM_003392825.2
100644046,XM_012312015.1
100644046,XM_012312067.1
100644628,XM_012312364.1
100644628,XM_012312156.1
100644628,XM_012312261.1
100644628,XM_012312219.1
100644628,XM_012312415.1
100644628,XM_012312469.1
100644628,XM_012312318.1
100649198,XM_012312549.1
100644236,XM_003392827.2
100644746,XM_003392832.2
100643837,XM_003392823.2
100643837,XM_012311810.1
100643837,XM_012311747.1
100643837,XM_012311867.1
100644354,XM_003392829.2
100644354,XM_003392828.2
100643270,XM_012311436.1
100643393,XM_012311293.1
100643393,XM_012311183.1
100643393,XM_012311232.1
100643270,XM_012311377.1
100643027,XM_012311106.1
100643027,XM_012311045.1
100643514,XM_012310878.1
100643514,XM_003392820.2
100643147,XM_012310957.1
100642910,XM_012310646.1
100642910,XM_012310699.1
100642910,XM_012310747.1
100642910,XM_003392817.2
100642790,XM_003392816.2
100642672,XM_003392815.2
100642550,XM_003392814.2
100642432,XM_012310222.1
100642432,XM_003392813.2
100642312,XM_003392812.2
100648963,XM_012316670.1
100648847,XR_001098836.1
100648847,XM_003392862.2
100642791,XM_003392895.2
100648733,XM_012309635.1
100648733,XM_012309684.1
100652148,XM_003392888.2
100642551,XM_012309400.1
100642551,XM_012309462.1
100642673,XM_003392894.2
100643028,XM_003392897.2
100642313,XM_012309217.1
100642313,XM_012309160.1
100642433,XM_012309029.1
100642433,XM_012308977.1
100642433,XM_012308923.1
100642433,XM_012309080.1
100642911,XM_003392896.2
100648617,XM_012308756.1
100642190,XM_003392890.2
100642190,XM_012308668.1
100642190,XM_012308562.1
100642190,XM_012308609.1
100652027,XM_003392887.2
100651827,XM_003392885.2
100651827,XM_012308277.1
100651827,XM_012308345.1
100651827,XM_012308165.1
100651709,XM_003392884.2
100651591,XM_003392883.2
100651474,XM_003392882.2
100648500,XM_012321356.1
100648500,XM_012321241.1
100648500,XM_012321290.1
100648500,XM_012307699.1
100648500,XM_012321140.1
100648500,XM_012321188.1
105667172,XR_001099795.1
105667172,XR_001099798.1
105667172,XR_001099793.1
100651235,XM_012307820.1
100651235,XM_003392881.2
100648385,XM_012320962.1
100651113,XM_003392880.2
100651113,XM_012320892.1
100650872,XM_012320630.1
100650872,XM_003392878.2
100650872,XM_012320742.1
100650754,XM_012314213.1
100650754,XM_003392877.2
100650754,XM_012315382.1
100650754,XM_012314804.1
100650754,XM_012313612.1
100650754,XM_012316518.1
100650754,XM_012315964.1
100650754,XM_012311965.1
100650754,XM_012317619.1
100650754,XM_012313060.1
100650754,XM_012312495.1
100650754,XM_012311348.1
100650754,XM_012318198.1
105666912,XM_012319765.1
100650629,XM_012318962.1
100650511,XM_012320314.1
100650511,XM_003392875.1
100650511,XM_012320415.1
100650511,XM_012320192.1
